3.357142857142856873e-01,3.365229110512129584e-01,3.354447439353099303e-01,3.351752021563342288e-01
3.335579514824797420e-01,3.303234501347709351e-01,3.312668463611859737e-01,3.292303084755914822e-01
3.312668463611859737e-01,3.288409703504043269e-01,3.289607666966157806e-01,3.262503743635818965e-01
3.282719377058999632e-01,3.250224618149146205e-01,3.246144055106319204e-01,3.214135968852949721e-01
